id,date,start_time,away_team,home_team,sl_away_pred,sl_home_pred,gdo_away_pred,gdo_home_pred,gdo_v4_favorite,gdo_v4_confidence,away_result,home_result,moneyline_favorite_team,total_line,runline_favorite_team,runline_value,underdog_runline_odds,favorite_runline_odds,over_total_line_odds,under_total_line_odds,underdog_moneyline_odds,favorite_moneyline_odds
30030,20260102,20:00,PORT,STMCA,64,83,65,77,STMCA,96.6,57,78,STMCA,149.5,STMCA,-22.5,-115,-105,-112,-108,1900,-10000
30031,20260102,20:00,USD,SF,67,81,71,83,SF,87.8,64,74,SFU,148.5,SFU,-11.5,-115,-105,-110,-110,475,-600
30032,20260102,21:00,ND,CAL,73,76,68,73,CAL,58.7,71,72,CAL,138.5,CAL,-4.5,-115,-105,-115,-105,154,-190
30033,20260103,9:00,UVA,NCST,73,80,75,72,UVA,63.2,76,61,NCST,153.5,NCST,-4.5,-112,-108,-105,-115,160,-192
30034,20260103,10:00,CLEM,PITT,74,73,74,64,CLEM,71.8,73,68,CLEM,135.5,CLEM,-3.5,-105,-115,-108,-112,150,-180
30035,20260103,10:00,NEAS,CAMP,79,69,79,82,CAMP,68.9,82,97,CAMP,158.5,CAMP,-3.5,-105,-115,-110,-110,150,-180
30036,20260103,10:00,VT,WAKE,75,78,76,77,WAKE,59.1,78,81,WAKE,153.5,WAKE,-5.5,-110,-110,-108,-112,195,-238
30037,20260103,10:00,NOVA,BUT,75,78,75,72,NOVA,56.6,85,67,BUT,146.5,BUT,-1.5,-112,-108,-108,-112,102,-122
30038,20260103,10:00,UTSA,TEM,68,81,62,77,TEM,97.9,57,76,TEM,151.5,TEM,-10.5,-112,-108,-108,-112,490,-675
30039,20260103,10:00,VCU,DUQ,80,74,79,75,VCU,83.9,93,80,VCU,165.5,VCU,-5.5,-105,-115,-112,-108,210,-258
30040,20260103,10:00,PROV,SJU,75,83,75,89,SJU,76.7,77,71,SJU,169.5,SJU,-12.5,-108,-112,-112,-108,650,-1000
30041,20260103,10:00,UK,BAMA,82,92,75,85,BAMA,83.9,74,89,BAMA,175.5,BAMA,-5.5,-105,-115,-105,-115,185,-225
30042,20260103,11:00,GAST,CCAR,65,75,70,75,CCAR,50.4,89,71,CCAR,146.5,CCAR,-6.5,-115,-105,-108,-112,235,-290
30043,20260103,11:00,USM,LA,69,68,67,66,USM,53.1,74,67,USM,131.5,USM,-3.5,-105,-115,-108,-112,150,-180
30044,20260103,11:00,VRMT,UNH,74,64,71,66,VRMT,79.8,80,61,VRMT,138.5,VRMT,-7.5,-110,-110,-105,-115,270,-340
30045,20260103,11:00,AUB,UGA,81,85,77,79,AUB,57.3,100,104,UGA,173.5,UGA,-5.5,-115,-105,-115,-105,180,-218
30046,20260103,11:00,OKST,TTU,75,89,74,89,TTU,94.7,80,102,TTU,168.5,TTU,-11.5,-112,-108,-108,-112,550,-800
30047,20260103,11:00,COLG,ARMY,78,72,74,73,COLG,53.1,76,69,COLG,147.5,COLG,-6.5,-105,-115,-108,-112,225,-278
30048,20260103,11:00,AMER,BU,71,79,71,67,AMER,62.3,64,62,BU,149.5,BU,-1.5,-115,-105,-112,-108,100,-120
30049,20260103,11:00,NIU,KENT,67,84,64,81,KENT,88.6,73,77,KENT,158.5,KENT,-16.5,-110,-110,-115,-105,1100,-2100
30050,20260103,11:00,CHAT,VMI,81,71,72,68,CHAT,84.5,71,79,CHAT,148.5,CHAT,-5.5,-108,-112,-112,-108,200,-245
30051,20260103,11:00,WOF,CIT,77,66,77,68,WOF,75.9,95,86,WOF,144.5,WOF,-9.5,-108,-112,-105,-115,425,-575
30052,20260103,11:30,BYU,KSU,84,76,86,76,BYU,84.8,83,73,BYU,172.5,BYU,-7.5,-105,-115,-110,-110,275,-345
30053,20260103,12:00,VAN,SCAR,83,77,85,68,VAN,79.8,83,71,VAN,155.5,VAN,-10.5,-105,-115,-110,-110,500,-700
30054,20260103,12:00,KU,UCF,78,77,80,70,KU,80.3,75,81,KU,153.5,KU,-4.5,-105,-115,-112,-108,160,-192
30055,20260103,12:00,EKY,WEGA,77,76,76,74,EKY,55.8,76,88,EKY,156.5,EKY,-2.5,-115,-105,-110,-110,110,-130
30056,20260103,12:00,STET,UCA,68,76,71,82,UCA,80.4,73,93,UCA,146.5,UCA,-10.5,-102,-118,-110,-110,425,-575
30057,20260103,12:00,LONG,HP,71,92,72,83,HP,71.2,67,80,HP,160.5,HP,-16.5,-108,-112,-105,-115,1100,-2100
30058,20260103,12:00,XAV,DPAUL,74,77,74,75,DPAUL,51.1,77,86,DPAUL,148.5,DPAUL,-3.5,-115,-105,-110,-110,136,-162
30059,20260103,12:00,NAVY,HC,73,68,69,65,NAVY,71.7,65,58,NAVY,136.5,NAVY,-5.5,-115,-105,-115,-105,190,-230
30060,20260103,12:00,SDKS,UND,79,70,77,76,SDKS,59.0,87,90,SDKS,149.5,SDKS,-7.5,-115,-105,-110,-110,270,-340
30061,20260103,12:00,OHIO,EMU,73,76,72,74,EMU,58.2,68,67,OHIO,150.5,OHIO,-2.5,-112,-108,-110,-110,124,-148
30062,20260103,12:00,BGSU,UMASS,75,74,74,78,UMASS,56.8,101,100,BGSU,152.5,BGSU,-2.5,-112,-108,-105,-115,120,-142
30063,20260103,12:00,BALL,BUFF,68,77,72,75,BUFF,59.3,72,85,BUFF,141.5,BUFF,-7.5,-115,-105,-110,-110,275,-345
30064,20260103,12:00,BRY,MNE,64,69,62,65,MNE,53.9,56,51,BRY,125.5,BRY,-1.5,-110,-110,-112,-1108,105,-125
30065,20260103,12:00,ALBNY,UMLW,73,75,71,70,UMLW,54.7,71,83,UMLW,150.5,UMLW,-2.5,-118,-102,-110,-110,105,-125
30066,20260103,12:00,HOF,DREXL,71,69,65,66,DREXL,64.1,70,67,HOF,136.5,HOF,-6.5,-105,-115,-105,-115,230,-285
30067,20260103,12:00,NJIT,BING,66,72,71,69,NJIT,63.6,73,65,BING,150.5,BING,-3.5,-110,-110,-108,-112,120,-142
30068,20260103,12:00,UNCA,CHSO,73,79,78,77,UNCA,61.2,83,86,CHSO,151.5,CHSO,-5.5,-115,-105,-115,-105,1180,-215
30069,20260103,12:00,HOU,CIN,74,65,72,62,HOU,80.3,67,60,HOU,134.5,HOU,-6.5,-102,-118,-115,-105,270,-340
30070,20260103,12:00,DAY,LOYIL,77,69,73,68,DAY,60.3,70,68,DAY,142.5,DAY,-7.5,-118,-1,-105,-115,260,-325
30071,20260103,12:00,BAY,TCU,78,76,74,77,TCU,50.9,63,69,TCU,152.5,TCU,-2.5,-112,-408,-105,-115,120,-142
30072,20260103,12:00,LASAL,GW,66,82,68,80,GW,85.7,55,77,GW,150.5,GW,-16.5,-115,-105,-105,-115,1000,-1800
30073,20260103,12:00,USCU,PRES,68,73,68,75,PRES,70.6,77,86,PRES,137.5,PRES,-1.5,-105,-115,-110,-110,100,-120
30074,20260103,12:10,BC,GT,69,75,71,76,GT,76.3,53,65,GT,145.5,GT,-6.5,-115,-105,-105,-115,230,-285
30075,20260103,12:15,UNC,SMU,76,84,79,80,UNC,53.7,83,97,UNC,155.5,UNC,-1.5,-115,-105,-110,-110,-105,-115
30076,20260103,13:00,MEM,RICE,76,68,73,67,MEM,64.5,76,70,MEM,144.5,MEM,-9.5,-118,-102,-108,-112,350,-455
30077,20260103,13:00,JMU,ARST,76,81,74,81,ARST,63.4,78,74,ARST,160.5,ARST,-9.5,100,-120,-115,-105,340,-440
30078,20260103,13:00,BELL,QNNC,79,87,74,86,QNNC,85.3,76,98,QNNC,168.5,QNNC,-4.5,-108,-112,-108,-112,170,-205
30079,20260103,13:00,FGCU,NA,75,78,75,71,FGCU,63.3,72,55,FGCU,150.5,FGCU,-2.5,-112,-108,-110,-110,120,-142
30080,20260103,13:00,TOL,CMU,80,76,78,76,TOL,52.4,78,75,TOL,159.5,TOL,-7.5,-105,-115,-110,-110,285,-360
30081,20260103,13:10,TENN,ARK,79,78,76,78,ARK,54.1,75,86,ARK,158.5,ARK,-2.5,-118,-102,-105,-115,114,-135
30082,20260103,13:30,GASO,ODU,75,77,76,77,ODU,70.5,93,86,GASO,159.5,GASO,-1.5,-110,-110,-110,-110,-102,-118
30083,20260103,13:30,FAMU,COOK,67,77,69,78,COOK,64.1,83,87,COOK,145.5,COOK,-7.5,-115,-105,-112,-108,285,-360
30084,20260103,13:30,AKR,M-OH,87,86,83,84,M-OH,58.0,73,76,AKR,176.5,AKR,-3.5,-105,-115,-108,-112,154,-185
30085,20260103,13:30,MISS,OKLA,74,83,75,76,OKLA,67.4,70,86,OKLA,144.5,OKLA,-6.5,-110,-110,-112,-108,280,-285
30086,20260103,13:45,DUKE,FSU,87,69,78,68,DUKE,96.0,91,87,DUKE,163.5,DUKE,-16.5,-110,-110,-108,-112,1000,-1800
30087,20260103,13:45,TXST,ULM,79,78,78,67,TXST,75.8,84,79,TXST,150.5,TXST,-7.5,-110,-110,-108,-112,260,-325
30088,20260103,14:00,MER,ETNST,69,81,74,78,ETNST,62.9,71,77,ETNST,151.5,ETNST,-7.5,-115,-105,-105,-115,245,-305
30089,20260103,14:00,APP,MRSH,68,75,68,70,MRSH,72.8,81,88,MRSH,141.5,MRSH,-7.5,-118,-102,-115,-105,250,-310
30090,20260103,14:00,LSU,TAMU,81,85,72,84,TAMU,84.4,72,75,TAMU,167.5,TAMU,-5.5,-102,-118,-110,-110,215,-265
30091,20260103,14:00,UVSU,ACU,78,66,81,72,UVSU,60.7,68,85,UVSU,140.5,UVSU,-7.5,-102,-118,-105,-115,295,-375
30092,20260103,14:00,ORAL,NDSU,67,84,60,79,NDSU,85.3,77,79,NDSU,144.5,NDSU,-13.5,-112,-108,-112,-108,700,-1100
30093,20260103,14:00,SAM,UNCG,76,75,75,76,SAM,55.2,82,89,SAM,147.5,SAM,-3.5,-112,-108,-112,-108,130,-155
30094,20260103,14:00,ARIZ,UTAH,87,72,87,73,ARIZ,92.0,97,78,ARIZ,161.5,ARIZ,-18.5,-110,-110,-105,-115,1300,-2800
30095,20260103,14:00,CASB,CASTN,79,78,76,83,CASTN,56.6,65,74,CASTN,156.5,CASTN,-2.5,-120,100,-105,-115,110,-130
30096,20260103,14:00,WEBB,WINT,69,87,69,92,WINT,98.5,77,88,WINT,164.5,WINT,-21.5,-105,-115,-110,-110,1800,-5000
30097,20260103,14:00,SJSU,USU,66,86,61,79,USU,99.4,78,96,USU,149.5,USU,-21.5,-118,-102,-112,-108,1600,-4000
30098,20260103,14:00,URI,GMU,69,76,66,70,GMU,70.7,50,61,GMU,140.5,GMU,-7.5,-112,-108,-112,-108,250,-310
30099,20260103,14:00,NCAT,STON,68,74,70,77,STON,71.5,80,81,STON,141.5,STON,-4.5,-105,-115,-110,-110,180,-218
30100,20260103,14:00,WCU,FUR,65,81,69,78,FUR,86.9,80,77,FUR,156.5,FUR,-8.5,-105,-115,-105,-115,350,-455
30101,20260103,14:30,ALCN,JKST,70,72,74,80,JKST,68.2,86,89,JKST,144.5,JKST,-5.5,-112,-108,-115,-105,190,-230
30102,20260103,14:30,NORF,NCCU,74,69,75,76,NCCU,51.6,67,69,NORF,141.5,NORF,-2.5,-105,-115,-1110,-110,150,-180
30103,20260103,14:30,MORG,UMES,68,74,69,73,UMES,66.0,49,66,UMES,138.5,UMES,-5.5,-105,-115,-110,-110,215,-265
30104,20260103,14:30,COPP,DSU,62,74,66,76,DSU,80.2,53,51,DSU,138.5,DSU,-9.5,-108,-112,-110,-110,400,-535
30105,20260103,14:30,SFA,SELA,72,66,74,65,SFA,76.7,73,63,SFA,136.5,SFA,-3.5,-112,-108,-108,-112,154,-185
30106,20260103,14:30,UNO,NWST,71,74,74,77,NWST,55.2,68,74,UNO,149.5,UNO,-2.5,-120,100,-105,-115,120,-142
30107,20260103,14:30,ETAM,NICH,65,78,67,75,NICH,79.5,58,80,NICH,145.5,NICH,-6.5,-102,-118,-108,-112,285,-360
30108,20260103,14:30,USA,TROY,72,78,69,73,TROY,74.4,49,59,USA,144.5,USA,-8.5,-105,-115,-112,-108,320,-410
30109,20260103,14:30,TNST,UALR,70,74,78,77,TNST,54.6,84,79,UALR,142.5,UALR,-1.5,-122,102,-110,-110,100,-120
30110,20260103,14:30,SOIN,Linden,68,74,68,78,Linden,80.5,80,83,Linden,147.5,Linden,-10.5,-118,-102,-112,-108,440,-600
30111,20260103,14:30,EIU,UTM,63,74,63,67,UTM,64.9,61,65,UTM,133.5,UTM,-9.5,-102,-118,-112,-108,410,-550
30112,20260103,14:30,HOW,SCST,77,71,70,71,HOW,50.1,57,58,HOW,145.5,HOW,-8.5,-105,-115,-115,-105,370,-485
30113,20260103,14:30,MORE,SIUE,63,72,63,70,SIUE,63.5,73,72,SIUE,134.5,SIUE,-5.5,-105,-115,-108,-112,210,-258
30114,20260103,14:45,WIU,SEMO,66,79,65,78,SEMO,95.4,50,73,SEMO,145.5,SEMO,-13.5,100,-120,-110,-110,800,-1350
30115,20260103,15:00,JAC,PEAY,68,78,69,74,PEAY,69.2,68,71,PEAY,140.5,PEAY,-10.5,-108,-112,-112,-108,500,-700
30116,20260103,15:00,CABP,TAR,73,71,72,70,CABP,62.6,76,81,TAR,145.5,TAR,-2.5,-105,-115,-105,-115,124,-148
30117,20260103,15:00,MINN,NW,68,76,67,69,NW,53.1,84,78,NW,140.5,NW,-5.5,-115,-105,-112,-108,185,-225
30118,20260103,15:00,AFA,UNLV,64,78,58,79,UNLV,98.8,39,67,UNLV,141.5,UNLV,-14.5,-108,-112,-110,-110,850,-1450
30119,20260103,15:00,LEH,BUCK,66,74,70,72,BUCK,60.6,65,72,BUCK,137.5,BUCK,-3.5,-102,-118,-105,-115,160,-192
30120,20260103,15:00,CSUB,UCD,68,78,72,83,UCD,79.7,81,79,UCD,150.5,UCD,-10.5,-112,-108,-105,-115,440,-600
30121,20260103,15:00,EWU,IDHO,74,81,75,79,IDHO,67.5,81,84,IDHO,155.5,IDHO,-7.5,-118,-102,-105,-115,250,-310
30122,20260103,15:00,UNFL,LIPS,73,89,74,86,LIPS,82.7,74,82,LIPS,171.5,LIPS,-18.5,-110,-110,-108,-112,1200,-2400
30123,20260103,15:00,HCU,IW,69,78,69,72,IW,67.6,56,73,IW,141.5,IW,-6.5,-110,-110,-112,-108,250,-310
30124,20260103,15:00,LAF,LUMD,70,76,71,72,LUMD,51.0,79,64,LAF,152.5,LAF,-1.5,-105,-115,-112,-108,102,-122
30125,20260103,15:10,COLO,ASU,79,78,76,80,ASU,65.1,95,89,ASU,158.5,ARIZ,-2.5,-102,-118,-108,-112,130,-155
30126,20260103,15:30,TXACC,TRGV,69,76,66,65,TRGV,52.0,63,59,TRGV,137.5,TRGV,-2.5,-110,-110,-108,-112,130,-155
30127,20260103,15:30,PVAM,GRAM,70,78,73,79,GRAM,65.8,72,76,GRAM,154.5,GRAM,-7.5,-108,-112,-115,-105,270,-340
30128,20260103,16:00,DAV,SJPA,72,73,66,69,SJPA,64.3,62,56,DAV,138.5,DAV,-1.5,-110,-110,-112,-108,102,-122
30129,20260103,16:00,TXSO,SOU,70,78,74,78,SOU,79.4,73,84,SOU,152.5,SOU,-6.5,-112,-108,-112,-108,210,-258
30130,20260103,16:00,UNCO,MONT,82,80,73,79,MONT,55.4,79,88,UNCO,161.5,UNCO,-1.5,-110,-110,-108,-112,102,-122
30131,20260103,16:00,UCLA,IOWA,73,81,68,69,IOWA,70.3,61,74,IOWA,137.5,IOWA,-6.5,-105,-115,-115,-105,240,-298
30132,20260103,16:00,PRST,IDST,71,75,72,69,PRST,53.1,93,87,IDST,144.5,IDST,-3.5,-112,-108,-108,-112,142,-170
30133,20260103,16:00,MSST,TEX,75,82,76,79,TEX,55.6,101,98,TEX,156.5,TEX,-9.5,-118,-102,-115,-105,350,-456
30134,20260103,16:00,MONM,TOWS,62,77,63,68,TOWS,60.2,62,48,TOWS,136.5,TOWS,-8.5,-118,-102,-110,-110,310,-395
30135,20260103,16:10,WCHST,CHAR,73,71,74,69,CHAR,50.1,100,104,WCHST,138.5,WCHST,-5.5,-105,-115,-110,-110,220,-270
30136,20260103,16:30,ALST,MVSU,81,61,77,65,ALST,89.2,89,69,ALST,144.5,ALST,-13.5,-118,-102,-112,-108,675,-1050
30137,20260103,16:30,AAMU,ARPB,75,73,74,78,ARPB,70.2,83,95,AAMU,148.5,AAMU,-2.5,-118,-102,-110,-110,120,-142
30138,20260103,17:00,HAMP,UNCW,61,83,62,71,UNCW,85.7,45,49,UNCW,140.5,UNCW,-12.5,-115,-105,-110,-110,600,-900
30139,20260103,17:00,NEV,FRES,77,70,72,66,NEV,71.6,66,65,NEV,147.5,NEV,-6.5,-112,-108,-105,-115,230,-285
30140,20260103,17:00,UCI,CASTF,80,68,83,71,UCI,90.9,86,64,UCI,160.5,UCI,-4.5,-105,-115,-110,-110,180,-218
30141,20260103,17:00,ILL,PSU,87,73,81,65,ILL,88.5,73,65,ILL,156.5,ILL,-14.5,-110,-110,-112,-108,850,-1450
30142,20260103,18:00,MOKC,NEOM,68,78,66,80,NEOM,94.0,73,66,NEOM,149.5,NEOM,-10.5,-118,-102,-105,-115,390,-520
30143,20260103,18:00,PUR,WIS,81,77,75,74,PUR,51.6,89,73,PUR,153.5,PUR,-6.5,-110,-110,-110,-110,225,-278
30144,20260103,18:00,CSU,GCU,78,73,66,71,CSU,58.7,70,60,GCU,143.5,GCU,-6.5,-118,-102,-110,-110,220,-270
30145,20260103,18:00,WYO,UNM,74,78,66,84,UNM,83.3,58,78,UNM,153.5,UNM,-7.5,-110,-110,-108,-112,270,-340
30146,20260103,18:00,NAU,MTST,68,78,67,76,MTST,75.4,68,77,MTST,141.5,MTST,-10.5,-105,-115,-110,-110,440,-600
30147,20260103,18:30,TXARL,SUU,73,66,77,72,TXARL,56.1,86,77,TXARL,138.5,TXARL,-5.5,-108,-112,-110,-110,210,-258
30148,20260103,18:30,FLA,MIZZ,80,81,80,72,FLA,67.7,74,76,FLA,154.5,FLA,-7.5,-108,-112,-108,-112,260,-325
30149,20260103,19:00,SAC,WEB,67,79,77,84,WEB,69.6,82,95,WEB,164.5,WEB,-7.5,-115,-105,-110,-110,250,-310
30150,20260103,19:00,CP,LBS,78,77,84,79,CP,54.7,66,74,LBS,162.5,LBS,-1.5,-105,-115,-110,-110,110,-130
30151,20260103,20:00,HAW,UCSD,69,81,75,77,UCSD,87.7,73,83,UCSD,146.5,UCSD,-2.5,-102,-118,-105,-115,130,-155
30152,20260103,20:00,BSU,SDSU,68,76,65,73,SDSU,73.4,107,110,SDSU,138.5,SDSU,-4.5,-112,-108,-112,-108,160,-192
30153,20260104,10:00,SHU,CANI,76,67,75,72,SHU,66.3,78,82,SHU,142.5,SHU,-3.5,-112,-108,-110,-110,145,-175
30154,20260104,10:00,RICH,FOR,72,74,70,67,RICH,52.8,83,75,RICH,140.5,RICH,-1.5,-105,-115,-115,-105,102,-122
30155,20260104,10:00,MANH,MACK,69,76,61,72,MACK,87.1,66,73,MACK,147.5,MACK,-6.5,-110,-110,-110,-110,220,-270
30156,20260104,10:00,CREIG,SH,74,70,69,71,CREIG,54.7,54,56,SH,142.5,SH,-2.5,-105,-115,-110,-110,130,-155
30157,20260104,11:00,UAB,USF,76,84,77,84,USF,54.4,109,106,USF,163.5,USF,-6.5,-108,-112,-110,-110,225,-278
30158,20260104,11:00,DEN,STMN,73,88,76,86,STMN,72.8,88,92,STMN,161.5,STMN,-10.5,-115,-105,-105,-115,440,-600
30159,20260104,11:00,UNHV,CCTST,58,73,66,67,CCTST,63.9,61,72,CCTST,128.5,CCTST,-8.5,-105,-115,-110,-110,320,-410
30160,20260104,11:00,FAU,TULN,80,75,78,76,FAU,50.3,66,69,FAU,154.5,FAU,-5.5,-112,-108,-108,-112,190,-230
30161,20260104,12:00,SIEN,RDER,72,63,73,70,SIEN,64.0,74,65,SIEN,134.5,SIEN,-9.5,-105,-115,-110,-110,350,-455
30162,20260104,12:00,MTSTM,QPAC,66,77,66,73,QPAC,60.7,69,80,QPAC,150.5,QPAC,-9.5,-108,-112,-110,-110,390,-520
30163,20260104,12:00,FAIR,NIAG,73,69,72,69,FAIR,66.8,83,75,FAIR,139.5,FAIR,-4.5,-110,-110,-110,-110,150,-180
30164,20260104,12:00,IONA,MRST,68,74,62,68,MRST,81.0,38,83,MRST,146.5,MRST,-3.5,-105,-115,-112,-108,160,-192
30165,20260104,12:00,LIU,CHSU,78,67,73,64,CHSU,60.4,74,55,LIU,152.5,LIU,-8.5,-115,-105,-108,-112,300,-380
30166,20260104,12:00,LMC,MHRT,69,75,66,69,MHRT,70.9,60,74,MHRT,145.5,MHRT,-1.5,-118,-102,-108,-112,-105,-115
30167,20260104,12:00,KSW,DEL,75,78,75,71,DEL,54.6,52,67,KSW,149.5,KSW,-6.5,-108,-112,-108,-112,225,-278
30168,20260104,12:00,SHSU,MTSU,72,82,71,72,MTSU,57.7,67,68,MTSU,157.5,MTSU,-5.5,-110,-110,-105,-115,190,-230
30169,20260104,12:00,MARQ,CONN,64,82,66,81,CONN,91.1,57,73,CONN,144.5,CONN,-19.5,-108,-112,-115,-105,1200,-2400
30170,20260104,12:00,WRIG,IUI,87,78,84,76,WRIG,65.3,81,77,WRIG,163.5,WRIG,-8.5,-105,-115,-108,-112,320,-410
30171,20260104,12:00,JVST,LIB,65,80,65,72,LIB,80.6,69,78,LIB,134.5,LIB,-10.5,-110,-110,-105,-115,455,-625
30172,20260104,12:00,CLEV,PFW,74,83,77,81,PFW,57.1,71,74,PFW,156.5,PFW,-8.5,-108,-112,-112,-108,330,-425
30173,20260104,13:00,NMSU,MOST,66,71,69,72,MOST,65.0,82,89,NMSU,134.5,NMSU,-1.5,-112,-108,-108,-112,-102,-118
30174,20260104,13:00,UIC,VALP,69,75,69,69,VALP,52.2,59,66,VALP,144.5,VALP,-2.5,-108,-112,-105,-115,140,-166
30175,20260104,13:00,INST,DRKE,71,78,74,80,DRKE,80.1,72,74,DRKE,147.5,DRKE,-6.5,-115,-105,-108,-112,225,-278
30176,20260104,13:00,RMU,OAKD,78,77,77,79,OAKD,66.2,73,96,OAKD,159.5,OAKD,-4.5,-108,-112,-108,-112,170,-205
30177,20260104,13:00,LT,WKU,68,77,64,68,WKU,66.4,61,66,WKU,144.5,WKU,-9.5,-108,-112,-105,-115,390,-520
30178,20260104,14:00,UNI,EVAN,74,61,68,63,UNI,73.2,62,48,UNI,129.5,UNI,-5.5,-105,-115,-105,-115,164,-198
30179,20260104,14:00,YSU,NKU,74,76,76,78,NKU,65.8,79,94,NKU,145.5,NKU,-3.5,-108,-112,-112,-108,140,-166
30180,20260104,14:00,UTEP,FIU,69,76,70,76,FIU,67.5,64,76,FIU,151.5,FIU,-8.5,-110,-110,-115,-105,320,-410
30181,20260104,14:00,FDU,SFU,73,72,70,72,SFU,53.3,82,85,FDU,146.5,FDU,-2.5,-118,-102,-112,-108,110,-130
30182,20260104,14:00,STNH,WAG,64,72,65,64,STNH,50.5,69,60,WAG,137.5,WAG,-7.5,-105,-115,-105,-115,250,-310
30183,20260104,14:00,TLSA,UNT,72,71,69,73,UNT,68.9,67,72,TLSA,139.5,TLSA,-3.5,-102,-118,-108,-112,164,-198
30184,20260104,15:00,BRAD,MURR,75,82,77,81,BRAD,50.1,66,86,MURR,161.5,MURR,-4.5,-102,-118,-108,-112,185,-225
30185,20260104,15:00,SIU,BELM,71,85,69,80,BELM,72.1,68,67,BELM,159.5,BELM,-7.5,-118,-102,-115,-105,245,-305
30186,20260104,17:00,PEPP,PAC,67,76,64,74,PAC,58.4,69,74,PAC,137.5,PAC,-10.5,-105,-115,-110,-110,525,-750
30187,20260104,17:00,USD,SC,68,88,71,92,SC,97.7,70,98,SC,161.5,SC,-15.5,-110,-110,-110,-110,950,-1650
30188,20260104,17:00,PORT,SF,68,82,68,77,SF,89.6,68,73,SF,148.5,SF,-12.5,-115,-105,-108,-112,650,-1000
30189,20260104,17:30,ORST,WSU,73,77,69,79,WSU,72.0,67,81,WSU,142.5,WSU,-6.5,-102,-118,-115,-105,230,-285
30190,20260104,18:00,STTL,STMCA,63,77,63,75,STMCA,92.5,76,93,STMCA,140.5,STMCA,-10.5,-110,-110,-108,-112,455,-625
30191,20260104,18:00,WASH,IND,71,82,66,77,IND,69.9,80,90,IND,152.5,IND,-7.5,-108,-112,-108,-112,280,-355
30192,20260104,19:00,LOYMR,GONZ,68,88,64,87,GONZ,97.8,47,82,GONZ,154.5,GONZ,-23.5,-108,-112,-108,-112,2200,-8000
30193,20260105,15:00,CLMB,COR,80,91,75,84,COR,66.1,104,99,COR,169.5,COR,-2.5,-120,100,-108,-112,150,-180
30194,20260105,16:30,ALST,ARPB,79,75,77,78,ARPB,64.1,79,90,ALST,162.5,ALST,-1.5,-105,-115,-112,-108,-112,-108
30195,20260105,16:30,NEB,OSU,74,82,79,73,NEB,61.2,72,69,OSU,155.5,OSU,-2.5,-110,-110,-110,-110,136,-263
30196,20260105,17:00,YALE,BRWN,80,70,75,66,YALE,95.3,70,53,YALE,146.5,YALE,-8.5,-105,-115,-105,-115,340,-440
30197,20260105,17:00,UWM,UWGB,77,74,73,74,UWM,58.9,76,79,UWM,147.5,UWM,-2.5,-115,-105,-108,-112,114,-135
30198,20260105,17:00,DART,HARV,69,77,68,71,HARV,63.0,76,68,HARV,144.5,HARV,-6.5,-112,-108,-115,-105,260,-325
30199,20260105,17:00,WMRY,COC,77,80,76,81,COC,78.3,79,88,COC,162.5,COC,-2.5,-112,-108,-112,-108,130,-155
30200,20260105,17:00,LAM,SELA,69,68,69,67,LAM,53.3,52,60,LAM,135.5,LAM,-1.5,-118,-102,-112,-108,105,-125
30201,20260105,17:00,PVAM,SOU,73,81,73,82,SOU,79.7,89,85,SOU,162.5,SOU,-7.5,-110,-110,-110,-110,270,-340
30202,20260105,17:00,ORE,RUTG,74,69,69,68,RUTG,63.2,85,88,ORE,142.5,ORE,-6.5,-115,-105,-110,-110,170,-205
30203,20260105,17:00,PENN,PRIN,71,74,65,70,PENN,57.2,76,78,PRIN,144.5,PRIN,-3.5,-112,-108,-110,-110,130,-155
30204,20260105,17:30,IW,TRGV,74,75,65,73,TRGV,77.3,67,80,TRGV,145.5,TRGV,-1.5,-112,-108,-112,-108,100,-120
30205,20260105,17:30,NWST,NICH,67,78,72,73,NICH,52.2,72,74,NICH,144.5,NICH,-8.5,-115,-105,-110,-110,340,-440
30206,20260105,17:30,SFA,MCNS,66,77,66,75,MCNS,81.3,64,66,MCNS,143.5,MCNS,-10.5,-112,-108,-110,-110,440,-600
30207,20260105,17:30,TXSO,GRAM,67,76,77,75,GRAM,53.4,67,84,GRAM,148.5,GRAM,-1.5,-112,-108,-105,-115,170,-205
30208,20260105,18:00,ETAM,UNO,69,75,70,77,UNO,65.1,73,83,UNO,151.5,UNO,-7.5,-115,-108,-110,-110,285,-360
30209,20260105,18:00,TXACC,HCU,70,71,74,64,TXACC,67.4,81,65,TXACC,132.5,TXACC,-2.5,-112,-108,-110,-110,142,-170
30210,20260105,18:00,AAMU,MVSU,77,62,74,63,AAMU,76.6,71,51,AAMU,138.5,AAMU,-9.5,1100,-120,-115,-105,470,-650
30211,20260105,18:30,USC,MSU,70,82,66,79,MSU,94.3,51,80,MSU,151.5,MSU,-11.5,-118,-102,-110,-110,490,-675
30212,20260106,16:00,UMASS,OHIO,74,79,76,79,UMASS,59.3,83,86,OHIO,157.5,OHIO,-4.5,-112,-108,-110,-110,170,-205
30213,20260106,17:00,SCAR,LSU,74,81,75,78,LSU,77.2,78,68,LSU,147.5,LSU,-7.5,-110,-110,-105,-115,275,-345
30214,20260106,17:00,DUKE,LOU,80,79,77,73,DUKE,78.8,84,73,LOU,161.5,LOU,-1.5,-115,-105,-112,-108,-105,-115
